,image_name, comment_number, comment
1924,3050976633.jpg,1, These people are playing a soccer type game .
1925,1489286545.jpg,4, a man holds his dog near a pond .
1926,3204712107.jpg,0, An older newlywed couple stand under an umbrella in the rain .
1927,178977151.jpg,0, Foreign kids playing on some type of statue or monument .
1928,874665322.jpg,0, A brown dog wearing a blue harness jumps over the grassy field .
1929,5506394073.jpg,1," Three people are on a tractor , 2 of them are riding on the roof and one appears to be driving it ."
1930,3319058642.jpg,4, Two girls holding hands in orange clothes
1931,427433056.jpg,3, A little boy is holding a soda and a green balloon .
1932,4648653192.jpg,2, A man in a dark shirt and tie is playing the drums .
1933,2520966939.jpg,0, A man in a red plaid shirt holds on for dear life as the horse tries to throw him off .
1934,4448569088.jpg,0, A group of people 's silhouettes are in front of a building with large glass windows and lights .
1935,7185993268.jpg,2, A group of cheerleaders holding other cheerleaders in the air .
1936,1131883759.jpg,1, A small whole is being drilled into a white piece of plastic while being held down securely on a workbench .
1937,3366871693.jpg,2, Two people work on a brick chimney on a roof .
1938,134724228.jpg,2, Two girls are walking down a dirt road in a park .
1939,4507548183.jpg,3," A biker , dressed in black , is walking down a pathway to his bike ."
1940,2550071408.jpg,2, a young woman siting on a park bench in the sun .
1941,4006767585.jpg,1, A happy boy in a black striped shirt cutting something out from a piece of paper .
1942,3523471597.jpg,4, Tourists examine a sign .
1943,511121024.jpg,3, A stand selling fruits and vegetables .
1944,222635053.jpg,3, The lady is sitting at the sewing machine working .
1945,174487818.jpg,4, people take a picture of their dogs on a stone wall .
1946,19788552.jpg,0, A band of women plays music on a brightly-bannered stage as a lone young woman with brown hair looks on .
1947,3471746122.jpg,3, Men sitting on a yellow machine wearing blue clothes .
1948,3441701164.jpg,1, A race car driver stands up with his hand pointing in the air .
1949,2716369043.jpg,3, A man rides a skateboard as he is taking his beagle on a run .
1950,4710342117.jpg,3, Brunette girl with backpack readying a colorful kite .
1951,2666830229.jpg,1, They enjoy rock climbing these large rocks together .
1952,6308720672.jpg,2, Two NHL hockey players prepare to fight over a puck during a face off .
1953,3552206648.jpg,3, A swan landing in a lake .
1954,2793105660.jpg,2, A guy is playing a bass guitar in a room with posters on the wall .
1955,3186863842.jpg,3, A woman with a baby browses in a bookstore .
1956,4493628129.jpg,0," A young woman wears a costume of black hair , blue dress , and gold jewelry ."
1957,3619381206.jpg,0, A man in a wetsuit and helmet walks in front of a bright red building .
1958,6360761183.jpg,1, A snowboarder wearing a multicolor jumpsuit makes his way down the mountain .
1959,4900530053.jpg,0, A man with a beard is outside at an event looking through a camera with a long lens and sitting beside audio mixing equipment .
1960,3999027517.jpg,1, A gathering of people watching other people playing some instruments .
1961,6775388196.jpg,0, A young boy wearing a long-sleeve gray shirt with blue stripes is working on something electrical with batteries .
1962,4762011238.jpg,3, A man in a black suite sitting in a train tunnel .
1963,1974336555.jpg,0," A young man in his mid twenties is kicking his left foot about two feet off the leaf covered ground , with paved asphalt and green plants and trees in the background ."
1964,2494520404.jpg,0, Two women kneeling around the footrest of a couch observing a third woman 's demonstration of a device .
1965,4119439324.jpg,1, People on a sidewalk are trying to protect themselves from the rain with umbrellas and a newspaper .
1966,4609020271.jpg,2," A boy sits on a bus and sleeps , as a man walks past the window beside him on the outside ."
1967,4033018747.jpg,3, A man in a wheelchair being pushed in the library
1968,2095435987.jpg,2, The dog rolls over to scratch its back in the sand .
1969,4018837343.jpg,2, Two women sitting at a kitchen breakfast bar .
1970,281706216.jpg,3, An older man digging a hole .
1971,4069607034.jpg,2, Black school boys in uniforms make deals with a white man under the garage door .
1972,48908641.jpg,2, Two men playing guitars are in a building with a stage and lights .
1973,4930663116.jpg,2, Two boys wearing green shirts playing ping-pong in a tournament .
1974,463439358.jpg,2, A man in front of a lake cleaning fish in a striped shirt .
1975,2680418020.jpg,2, Many women wearing garments that cover the head .
1976,6618942119.jpg,1, A man in a black shirt stuffing a turkey to cook .
1977,3954483544.jpg,2, A man playing a cello along with a woman playing an accordion in the street .
1978,2775535015.jpg,1, An orange extension cord sits on top of a white care under the blue sky .
1979,3278777548.jpg,2, Four people walk on a bridge over a body of water .
1980,289638061.jpg,3, Two diverse teams competing in soccer .
1981,1516097777.jpg,4, three men talk into microphones
1982,2629445284.jpg,3, A black and white dog jumps over a hurdle .
1983,527076501.jpg,2," A man painting a picture of buildings , people , and animals ."
1984,4533797732.jpg,3, A protester standing with a sign .
1985,4687354574.jpg,0, A woman in an ornate blue and green dress with a spotlight on her face stares to the viewer 's right while standing on a stage .
1986,2693539377.jpg,1, two little kids having fun at a roller coaster
1987,7302659678.jpg,3, A man with glasses is holding a very young infant .
1988,2279432034.jpg,3, a string instrument band and chorus singers rehearsing .
1989,3827313014.jpg,1, Little girl in blue skirt standing by big gray rock .
1990,2568347901.jpg,2," A man in a penguin suit runs with a man , not in a penguin suit ."
1991,3689407371.jpg,2, A child jumps off the edge of a pool into a man 's arms .
1992,1412318227.jpg,1, A man in a green striped shirt drums furiously .
1993,344865045.jpg,4, The woman in a yellow tube top is throwing a stick into the thicket surrounding her .
1994,1918789327.jpg,0," A religious meeting consisting of many people old and young , together with some pastors ."
1995,2410040397.jpg,4, A dog runs through the woods .
1996,2220612655.jpg,4, The dog is running in a field .
1997,4173843036.jpg,2, A man on a megaphone protesting with three kids in the back .
1998,3451360781.jpg,2, A man in a cap is mowing the lawn with a lawn mower .
1999,4243568636.jpg,4, Public workers are doing some kind of a job .
2000,770224799.jpg,1, This a picture of a man cleaning off a diving board with a broom .
2001,4851555282.jpg,4, People take kick-boxing lessons in the park .
2002,179486571.jpg,1, A man is walking two poodles on leashes in a city .
2003,3215315009.jpg,2, A bicyclist becomes airborne among dirt hills at night .
2004,3746359593.jpg,1, A young boy vocalizes in to a microphone held by a blond woman in black .
2005,3490607174.jpg,2, Men in a community area getting exercise .
2006,4242573381.jpg,1," A group of people in the snow , one is bending over to touch a snowshoe on his foot ."
2007,4131034420.jpg,0," A man wearing a black shirt , khaki shorts and white tennis shoes is holding an object ."
2008,521292795.jpg,1, Two Asian girls with dyed hair sit on the sidewalk .
2009,2561481438.jpg,3, A brown and black dog jumping out of a pond .
2010,4312737358.jpg,1, A woman sitting at a table looking at a laptop computer .
2011,4671423167.jpg,1, Three men and a small crowd of other people watch a tennis game .
2012,3099504809.jpg,3, A man is climbing up a large rocky mountain .
2013,4822103838.jpg,3, Various people are walking on a street .
2014,3324049172.jpg,4, An Asian woman is making a snow angel .
2015,8196866291.jpg,3, Five kayakers paddle side-by-side .
2016,272156850.jpg,4, A man sitting on a rock near trees .
2017,3258874419.jpg,0," Gray dog with muzzle and with the ,  8 yellow striped identification is running ."
2018,2767567870.jpg,4, A woman walking with an umbrella in the rain .
2019,4078113886.jpg,4, A married woman in blue and black types .
2020,7502962058.jpg,0, A male athlete wearing a white shirt and white pants is running past the crowd while holding a golden torch .
2021,3822476498.jpg,1, A tacky looking man in sitting on a chair with a black hat on reads a magazine while listening to music .
2022,1944949081.jpg,0," Near a city road , a man in a gray sweater disposes of a plastic bag of garbage into a large , green , garbage container ."
2023,2500826039.jpg,4, A couple kisses .
2024,14526359.jpg,4, A man playing the guitar at a club .
2025,3738505221.jpg,4, A man taking photos of nature .
2026,3053415073.jpg,0, The skier is wearing a yellow jumpsuit and sliding across a yellow rail .
2027,2332186035.jpg,0, A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag .
2028,2796095711.jpg,0, Woman in gypsy outfit plays the saw as a musical instrument .
2029,2319954644.jpg,3," Man drums on two buckets asking for money , surrounded by snow ."
2030,4860728812.jpg,1, A woman wearing a kimono is walking along a busy street .
2031,5381663472.jpg,1, A group of men are wearing hats while riding a horse in front of spectators .
2032,2525898604.jpg,2, A team of men and horses help remove a ship from a sandy shore .
2033,2045109977.jpg,2, A man is holding up a plastic jug indoors .
2034,3359239598.jpg,2, Young Asian men are raising their styrofoam cups in a toast .
2035,1365896144.jpg,1, A woman in blue and purple clothing playing pool .
2036,2496236371.jpg,0, Someone in a red and white uniform is driving a red and white motorcycle down a track with the front wheel in the air .
2037,2201192417.jpg,0, Boy wearing a green and white soccer uniform running through the grass .
2038,3331900249.jpg,3, A surfer is riding numerous waves .
2039,4626191837.jpg,2, People wait in line next to a wine and tobacco store .
2040,2374179071.jpg,4, A man is fishing in the ocean at dusk .
2041,3295680663.jpg,3, A man on a bmx bike jumps over a train
2042,7105273265.jpg,3, A man wearing a blue hat rock climbs up a steep rock face .
2043,463988257.jpg,1, An old man wearing a bandanna and a denim apron looks at a cabinet in a workshop .
2044,4966265765.jpg,3, A fireman gazes out around him in deep thought .
2045,56012911.jpg,4, A woman and baby are staring at a flock of pigeons
2046,4675748463.jpg,0," A vivid and colorful street vendor gathering shows a number of proprietors outdoors , with a woman offering a box of items in the foreground ."
